Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/TCN_False_max_sharpe_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'max_sharpe', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'TCN', 'MULTIMODAL': False}
Model: tcn, Multimodal: False, Loss Function: max_sharpe
Loading and processing data...
Epoch 242/500, Validation Loss: 0.005726
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_242_loss_0.0057.pth
Epoch 243/500, Training Loss: 0.004458
Epoch 243/500, Validation Loss: 0.005726
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_243_loss_0.0057.pth
Epoch 244/500, Training Loss: 0.004458
Epoch 244/500, Validation Loss: 0.005726
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_244_loss_0.0057.pth
Epoch 245/500, Training Loss: 0.004456
Epoch 245/500, Validation Loss: 0.005726
Epoch 246/500, Training Loss: 0.004456
Epoch 246/500, Validation Loss: 0.005726
Epoch 247/500, Training Loss: 0.004456
Epoch 247/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_247_loss_0.0057.pth
Epoch 248/500, Training Loss: 0.004457
Epoch 248/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_248_loss_0.0057.pth
Epoch 249/500, Training Loss: 0.004457
Epoch 249/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_249_loss_0.0057.pth
Epoch 250/500, Training Loss: 0.004456
Epoch 250/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_250_loss_0.0057.pth
Epoch 251/500, Training Loss: 0.004455
Epoch 251/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_251_loss_0.0057.pth
Epoch 252/500, Training Loss: 0.004455
Epoch 252/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_252_loss_0.0057.pth
Epoch 253/500, Training Loss: 0.004454
Epoch 253/500, Validation Loss: 0.005725
Epoch 254/500, Training Loss: 0.004454
Epoch 254/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_254_loss_0.0057.pth
Epoch 255/500, Training Loss: 0.004455
Epoch 255/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_255_loss_0.0057.pth
Epoch 256/500, Training Loss: 0.004455
Epoch 256/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_256_loss_0.0057.pth
Epoch 257/500, Training Loss: 0.004454
Epoch 257/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_257_loss_0.0057.pth
Epoch 258/500, Training Loss: 0.004455
Epoch 258/500, Validation Loss: 0.005724
Epoch 259/500, Training Loss: 0.004453
Epoch 259/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_259_loss_0.0057.pth
Epoch 260/500, Training Loss: 0.004454
Epoch 260/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_260_loss_0.0057.pth
Epoch 261/500, Training Loss: 0.004452
Epoch 261/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_261_loss_0.0057.pth
Epoch 262/500, Training Loss: 0.004453
Epoch 262/500, Validation Loss: 0.005723
Epoch 263/500, Training Loss: 0.004453
Epoch 263/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_263_loss_0.0057.pth
Epoch 264/500, Training Loss: 0.004453
Epoch 264/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_264_loss_0.0057.pth
Epoch 265/500, Training Loss: 0.004452
Epoch 265/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_265_loss_0.0057.pth
Epoch 266/500, Training Loss: 0.004454
Epoch 266/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_266_loss_0.0057.pth
Epoch 267/500, Training Loss: 0.004453
Epoch 267/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_267_loss_0.0057.pth
Epoch 268/500, Training Loss: 0.004451
Epoch 268/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_268_loss_0.0057.pth
Epoch 269/500, Training Loss: 0.004451
Epoch 269/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_269_loss_0.0057.pth
Epoch 270/500, Training Loss: 0.004452
Epoch 270/500, Validation Loss: 0.005722
Epoch 271/500, Training Loss: 0.004450
Epoch 271/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_271_loss_0.0057.pth
Epoch 272/500, Training Loss: 0.004452
Epoch 272/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_272_loss_0.0057.pth
Epoch 273/500, Training Loss: 0.004450
Epoch 273/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_273_loss_0.0057.pth
Epoch 274/500, Training Loss: 0.004450
Epoch 274/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_274_loss_0.0057.pth
Epoch 275/500, Training Loss: 0.004450
Epoch 275/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_275_loss_0.0057.pth
Epoch 276/500, Training Loss: 0.004450
Epoch 276/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_276_loss_0.0057.pth
Epoch 277/500, Training Loss: 0.004449
Epoch 277/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_277_loss_0.0057.pth
Epoch 278/500, Training Loss: 0.004451
Epoch 278/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_278_loss_0.0057.pth
Epoch 279/500, Training Loss: 0.004449
Epoch 279/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_279_loss_0.0057.pth
Epoch 280/500, Training Loss: 0.004452
Epoch 280/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_280_loss_0.0057.pth
Epoch 281/500, Training Loss: 0.004448
Epoch 281/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_281_loss_0.0057.pth
Epoch 282/500, Training Loss: 0.004450
Epoch 282/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_282_loss_0.0057.pth
Epoch 283/500, Training Loss: 0.004448
Epoch 283/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_283_loss_0.0057.pth
Epoch 284/500, Training Loss: 0.004449
Epoch 284/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_284_loss_0.0057.pth
Epoch 285/500, Training Loss: 0.004448
Epoch 285/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_285_loss_0.0057.pth
Epoch 286/500, Training Loss: 0.004450
Epoch 286/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_286_loss_0.0057.pth
Epoch 287/500, Training Loss: 0.004448
Epoch 287/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_287_loss_0.0057.pth
Epoch 288/500, Training Loss: 0.004448
Epoch 288/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_288_loss_0.0057.pth
Epoch 289/500, Training Loss: 0.004447
Epoch 289/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_289_loss_0.0057.pth
Epoch 290/500, Training Loss: 0.004445
Epoch 290/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_290_loss_0.0057.pth
Epoch 291/500, Training Loss: 0.004447
Epoch 291/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_291_loss_0.0057.pth
Epoch 292/500, Training Loss: 0.004446
Epoch 292/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_292_loss_0.0057.pth
Epoch 293/500, Training Loss: 0.004445
Epoch 293/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_293_loss_0.0057.pth
Epoch 294/500, Training Loss: 0.004447
Epoch 294/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_294_loss_0.0057.pth
Epoch 295/500, Training Loss: 0.004446
Epoch 295/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_295_loss_0.0057.pth
Epoch 296/500, Training Loss: 0.004445
Epoch 296/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_296_loss_0.0057.pth
Epoch 297/500, Training Loss: 0.004445
Epoch 297/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_297_loss_0.0057.pth
Epoch 298/500, Training Loss: 0.004446
Epoch 298/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_298_loss_0.0057.pth
Epoch 299/500, Training Loss: 0.004444
Epoch 299/500, Validation Loss: 0.005717
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_299_loss_0.0057.pth
Epoch 300/500, Training Loss: 0.004446
Epoch 300/500, Validation Loss: 0.005717
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_300_loss_0.0057.pth
Epoch 301/500, Training Loss: 0.004445
Epoch 301/500, Validation Loss: 0.005717
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_301_loss_0.0057.pth
Epoch 302/500, Training Loss: 0.004443
Epoch 302/500, Validation Loss: 0.005717
Epoch 303/500, Training Loss: 0.004443
Epoch 303/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_303_loss_0.0057.pth
Epoch 304/500, Training Loss: 0.004441
Epoch 304/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_304_loss_0.0057.pth
Epoch 305/500, Training Loss: 0.004442
Epoch 305/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_305_loss_0.0057.pth
Epoch 306/500, Training Loss: 0.004443
Epoch 306/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_306_loss_0.0057.pth
Epoch 307/500, Training Loss: 0.004443
Epoch 307/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_307_loss_0.0057.pth
Epoch 308/500, Training Loss: 0.004442
Epoch 308/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_308_loss_0.0057.pth
Epoch 309/500, Training Loss: 0.004444
Epoch 309/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_309_loss_0.0057.pth
Epoch 310/500, Training Loss: 0.004444
Epoch 310/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_310_loss_0.0057.pth
Epoch 311/500, Training Loss: 0.004442
Epoch 311/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_311_loss_0.0057.pth
Epoch 312/500, Training Loss: 0.004441
Epoch 312/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_312_loss_0.0057.pth
Epoch 313/500, Training Loss: 0.004442
Epoch 313/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_313_loss_0.0057.pth
Epoch 314/500, Training Loss: 0.004442
Epoch 314/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_314_loss_0.0057.pth
Epoch 315/500, Training Loss: 0.004442
Epoch 315/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_315_loss_0.0057.pth
Epoch 316/500, Training Loss: 0.004441
Epoch 316/500, Validation Loss: 0.005714
Epoch 317/500, Training Loss: 0.004439
Epoch 317/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_317_loss_0.0057.pth
Epoch 318/500, Training Loss: 0.004441
Epoch 318/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_318_loss_0.0057.pth
Epoch 319/500, Training Loss: 0.004441
Epoch 319/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_319_loss_0.0057.pth
Epoch 320/500, Training Loss: 0.004439
Epoch 320/500, Validation Loss: 0.005714
Epoch 321/500, Training Loss: 0.004438
Epoch 321/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_321_loss_0.0057.pth
Epoch 322/500, Training Loss: 0.004438
Epoch 322/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_322_loss_0.0057.pth
Epoch 323/500, Training Loss: 0.004440
Epoch 323/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_323_loss_0.0057.pth
Epoch 324/500, Training Loss: 0.004441
Epoch 324/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_324_loss_0.0057.pth
Epoch 325/500, Training Loss: 0.004438
Epoch 325/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_325_loss_0.0057.pth
Epoch 326/500, Training Loss: 0.004439
Epoch 326/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_326_loss_0.0057.pth
Epoch 327/500, Training Loss: 0.004438
Epoch 327/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_327_loss_0.0057.pth
Epoch 328/500, Training Loss: 0.004439
Epoch 328/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_328_loss_0.0057.pth
Epoch 329/500, Training Loss: 0.004438
Epoch 329/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_329_loss_0.0057.pth
Epoch 330/500, Training Loss: 0.004436
Epoch 330/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_330_loss_0.0057.pth
Epoch 331/500, Training Loss: 0.004435
Epoch 331/500, Validation Loss: 0.005712
Epoch 332/500, Training Loss: 0.004438
Epoch 332/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_332_loss_0.0057.pth
Epoch 333/500, Training Loss: 0.004436
Epoch 333/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_333_loss_0.0057.pth
Epoch 334/500, Training Loss: 0.004437
Epoch 334/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_334_loss_0.0057.pth
Epoch 335/500, Training Loss: 0.004437
Epoch 335/500, Validation Loss: 0.005712
Epoch 336/500, Training Loss: 0.004435
Epoch 336/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_336_loss_0.0057.pth
Epoch 337/500, Training Loss: 0.004435
Epoch 337/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_337_loss_0.0057.pth
Epoch 338/500, Training Loss: 0.004436
Epoch 338/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_338_loss_0.0057.pth
Epoch 339/500, Training Loss: 0.004436
Epoch 339/500, Validation Loss: 0.005711
Epoch 340/500, Training Loss: 0.004435
Epoch 340/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_340_loss_0.0057.pth
Epoch 341/500, Training Loss: 0.004436
Epoch 341/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_341_loss_0.0057.pth
Epoch 342/500, Training Loss: 0.004436
Epoch 342/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_342_loss_0.0057.pth
Epoch 343/500, Training Loss: 0.004435
Epoch 343/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_343_loss_0.0057.pth
Epoch 344/500, Training Loss: 0.004434
Epoch 344/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_344_loss_0.0057.pth
Epoch 345/500, Training Loss: 0.004434
Epoch 345/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_345_loss_0.0057.pth
Epoch 346/500, Training Loss: 0.004432
Epoch 346/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_346_loss_0.0057.pth
Epoch 347/500, Training Loss: 0.004434
Epoch 347/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_347_loss_0.0057.pth
Epoch 348/500, Training Loss: 0.004432
Epoch 348/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_348_loss_0.0057.pth
Epoch 349/500, Training Loss: 0.004434
Epoch 349/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_349_loss_0.0057.pth
Epoch 350/500, Training Loss: 0.004432
Epoch 350/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_350_loss_0.0057.pth
Epoch 351/500, Training Loss: 0.004433
Epoch 351/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_351_loss_0.0057.pth
Epoch 352/500, Training Loss: 0.004431
Epoch 352/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_352_loss_0.0057.pth
Epoch 353/500, Training Loss: 0.004431
Epoch 353/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_353_loss_0.0057.pth
Epoch 354/500, Training Loss: 0.004432
Epoch 354/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_354_loss_0.0057.pth
Epoch 355/500, Training Loss: 0.004431
Epoch 355/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_355_loss_0.0057.pth
Epoch 356/500, Training Loss: 0.004433
Epoch 356/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_356_loss_0.0057.pth
Epoch 357/500, Training Loss: 0.004431
Epoch 357/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_357_loss_0.0057.pth
Epoch 358/500, Training Loss: 0.004431
Epoch 358/500, Validation Loss: 0.005707
Epoch 359/500, Training Loss: 0.004431
Epoch 359/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_359_loss_0.0057.pth
Epoch 360/500, Training Loss: 0.004430
Epoch 360/500, Validation Loss: 0.005707
Epoch 361/500, Training Loss: 0.004430
Epoch 361/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_361_loss_0.0057.pth
Epoch 362/500, Training Loss: 0.004432
Epoch 362/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_362_loss_0.0057.pth
Epoch 363/500, Training Loss: 0.004429
Epoch 363/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_363_loss_0.0057.pth
Epoch 364/500, Training Loss: 0.004431
Epoch 364/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_364_loss_0.0057.pth
Epoch 365/500, Training Loss: 0.004429
Epoch 365/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_365_loss_0.0057.pth
Epoch 366/500, Training Loss: 0.004430
Epoch 366/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_366_loss_0.0057.pth
Epoch 367/500, Training Loss: 0.004427
Epoch 367/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_367_loss_0.0057.pth
Epoch 368/500, Training Loss: 0.004428
Epoch 368/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_368_loss_0.0057.pth
Epoch 369/500, Training Loss: 0.004429
Epoch 369/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_369_loss_0.0057.pth
Epoch 370/500, Training Loss: 0.004429
Epoch 370/500, Validation Loss: 0.005705
Epoch 371/500, Training Loss: 0.004429
Epoch 371/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_371_loss_0.0057.pth
Epoch 372/500, Training Loss: 0.004426
Epoch 372/500, Validation Loss: 0.005705
Epoch 373/500, Training Loss: 0.004428
Epoch 373/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_373_loss_0.0057.pth
Epoch 374/500, Training Loss: 0.004428
Epoch 374/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_374_loss_0.0057.pth
Epoch 375/500, Training Loss: 0.004425
Epoch 375/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_375_loss_0.0057.pth
Epoch 376/500, Training Loss: 0.004427
Epoch 376/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_376_loss_0.0057.pth
Epoch 377/500, Training Loss: 0.004429
Epoch 377/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_377_loss_0.0057.pth
Epoch 378/500, Training Loss: 0.004428
Epoch 378/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_378_loss_0.0057.pth
Epoch 379/500, Training Loss: 0.004427
Epoch 379/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_379_loss_0.0057.pth
Epoch 380/500, Training Loss: 0.004425
Epoch 380/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_380_loss_0.0057.pth
Epoch 381/500, Training Loss: 0.004425
Epoch 381/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_381_loss_0.0057.pth
Epoch 382/500, Training Loss: 0.004427
Epoch 382/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_382_loss_0.0057.pth
Epoch 383/500, Training Loss: 0.004424
Epoch 383/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_383_loss_0.0057.pth
Epoch 384/500, Training Loss: 0.004425
Epoch 384/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_384_loss_0.0057.pth
Epoch 385/500, Training Loss: 0.004424
Epoch 385/500, Validation Loss: 0.005703
