Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/GRU_False_equal_risk_parity_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'equal_risk_parity', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'GRU', 'MULTIMODAL': False}
Model: gru, Multimodal: False, Loss Function: equal_risk_parity
Loading and processing data...
Epoch 266/500, Training Loss: 0.004809
Epoch 266/500, Validation Loss: 0.005723
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_266_loss_0.0057.pth
Epoch 267/500, Training Loss: 0.004802
Epoch 267/500, Validation Loss: 0.005721
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_267_loss_0.0057.pth
Epoch 268/500, Training Loss: 0.004798
Epoch 268/500, Validation Loss: 0.005718
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_268_loss_0.0057.pth
Epoch 269/500, Training Loss: 0.004799
Epoch 269/500, Validation Loss: 0.005716
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_269_loss_0.0057.pth
Epoch 270/500, Training Loss: 0.004792
Epoch 270/500, Validation Loss: 0.005714
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_270_loss_0.0057.pth
Epoch 271/500, Training Loss: 0.004790
Epoch 271/500, Validation Loss: 0.005712
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_271_loss_0.0057.pth
Epoch 272/500, Training Loss: 0.004785
Epoch 272/500, Validation Loss: 0.005710
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_272_loss_0.0057.pth
Epoch 273/500, Training Loss: 0.004783
Epoch 273/500, Validation Loss: 0.005707
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_273_loss_0.0057.pth
Epoch 274/500, Training Loss: 0.004782
Epoch 274/500, Validation Loss: 0.005706
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_274_loss_0.0057.pth
Epoch 275/500, Training Loss: 0.004779
Epoch 275/500, Validation Loss: 0.005704
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_275_loss_0.0057.pth
Epoch 276/500, Training Loss: 0.004779
Epoch 276/500, Validation Loss: 0.005702
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_276_loss_0.0057.pth
Epoch 277/500, Training Loss: 0.004780
Epoch 277/500, Validation Loss: 0.005700
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_277_loss_0.0057.pth
Epoch 278/500, Training Loss: 0.004768
Epoch 278/500, Validation Loss: 0.005698
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_278_loss_0.0057.pth
Epoch 279/500, Training Loss: 0.004769
Epoch 279/500, Validation Loss: 0.005697
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_279_loss_0.0057.pth
Epoch 280/500, Training Loss: 0.004770
Epoch 280/500, Validation Loss: 0.005695
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_280_loss_0.0057.pth
Epoch 281/500, Training Loss: 0.004770
Epoch 281/500, Validation Loss: 0.005693
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_281_loss_0.0057.pth
Epoch 282/500, Training Loss: 0.004766
Epoch 282/500, Validation Loss: 0.005692
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_282_loss_0.0057.pth
Epoch 283/500, Training Loss: 0.004760
Epoch 283/500, Validation Loss: 0.005690
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_283_loss_0.0057.pth
Epoch 284/500, Training Loss: 0.004756
Epoch 284/500, Validation Loss: 0.005689
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_284_loss_0.0057.pth
Epoch 285/500, Training Loss: 0.004763
Epoch 285/500, Validation Loss: 0.005688
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_285_loss_0.0057.pth
Epoch 286/500, Training Loss: 0.004751
Epoch 286/500, Validation Loss: 0.005686
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_286_loss_0.0057.pth
Epoch 287/500, Training Loss: 0.004751
Epoch 287/500, Validation Loss: 0.005685
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_287_loss_0.0057.pth
Epoch 288/500, Training Loss: 0.004749
Epoch 288/500, Validation Loss: 0.005684
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_288_loss_0.0057.pth
Epoch 289/500, Training Loss: 0.004743
Epoch 289/500, Validation Loss: 0.005682
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_289_loss_0.0057.pth
Epoch 290/500, Training Loss: 0.004745
Epoch 290/500, Validation Loss: 0.005681
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_290_loss_0.0057.pth
Epoch 291/500, Training Loss: 0.004744
Epoch 291/500, Validation Loss: 0.005680
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_291_loss_0.0057.pth
Epoch 292/500, Training Loss: 0.004740
Epoch 292/500, Validation Loss: 0.005679
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_292_loss_0.0057.pth
Epoch 293/500, Training Loss: 0.004739
Epoch 293/500, Validation Loss: 0.005678
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_293_loss_0.0057.pth
Epoch 294/500, Training Loss: 0.004737
Epoch 294/500, Validation Loss: 0.005677
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_294_loss_0.0057.pth
Epoch 295/500, Training Loss: 0.004737
Epoch 295/500, Validation Loss: 0.005677
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_295_loss_0.0057.pth
Epoch 296/500, Training Loss: 0.004733
Epoch 296/500, Validation Loss: 0.005676
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_296_loss_0.0057.pth
Epoch 297/500, Training Loss: 0.004734
Epoch 297/500, Validation Loss: 0.005675
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_297_loss_0.0057.pth
Epoch 298/500, Training Loss: 0.004733
Epoch 298/500, Validation Loss: 0.005674
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_298_loss_0.0057.pth
Epoch 299/500, Training Loss: 0.004731
Epoch 299/500, Validation Loss: 0.005673
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_299_loss_0.0057.pth
Epoch 300/500, Training Loss: 0.004729
Epoch 300/500, Validation Loss: 0.005673
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_300_loss_0.0057.pth
Epoch 301/500, Training Loss: 0.004724
Epoch 301/500, Validation Loss: 0.005672
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_301_loss_0.0057.pth
Epoch 302/500, Training Loss: 0.004731
Epoch 302/500, Validation Loss: 0.005671
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_302_loss_0.0057.pth
Epoch 303/500, Training Loss: 0.004722
Epoch 303/500, Validation Loss: 0.005671
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_303_loss_0.0057.pth
Epoch 304/500, Training Loss: 0.004714
Epoch 304/500, Validation Loss: 0.005670
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_304_loss_0.0057.pth
Epoch 305/500, Training Loss: 0.004717
Epoch 305/500, Validation Loss: 0.005670
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_305_loss_0.0057.pth
Epoch 306/500, Training Loss: 0.004724
Epoch 306/500, Validation Loss: 0.005669
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_306_loss_0.0057.pth
Epoch 307/500, Training Loss: 0.004727
Epoch 307/500, Validation Loss: 0.005669
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_307_loss_0.0057.pth
Epoch 308/500, Training Loss: 0.004717
Epoch 308/500, Validation Loss: 0.005669
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_308_loss_0.0057.pth
Epoch 309/500, Training Loss: 0.004717
Epoch 309/500, Validation Loss: 0.005668
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_309_loss_0.0057.pth
Epoch 310/500, Training Loss: 0.004711
Epoch 310/500, Validation Loss: 0.005668
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_310_loss_0.0057.pth
Epoch 311/500, Training Loss: 0.004710
Epoch 311/500, Validation Loss: 0.005668
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_311_loss_0.0057.pth
Epoch 312/500, Training Loss: 0.004717
Epoch 312/500, Validation Loss: 0.005668
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_312_loss_0.0057.pth
Epoch 313/500, Training Loss: 0.004712
Epoch 313/500, Validation Loss: 0.005667
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_313_loss_0.0057.pth
Epoch 314/500, Training Loss: 0.004709
Epoch 314/500, Validation Loss: 0.005667
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_314_loss_0.0057.pth
Epoch 315/500, Training Loss: 0.004705
Epoch 315/500, Validation Loss: 0.005667
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_315_loss_0.0057.pth
Epoch 316/500, Training Loss: 0.004708
Epoch 316/500, Validation Loss: 0.005667
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_316_loss_0.0057.pth
Epoch 317/500, Training Loss: 0.004710
Epoch 317/500, Validation Loss: 0.005667
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_317_loss_0.0057.pth
Epoch 318/500, Training Loss: 0.004704
Epoch 318/500, Validation Loss: 0.005666
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_318_loss_0.0057.pth
Epoch 319/500, Training Loss: 0.004707
Epoch 319/500, Validation Loss: 0.005666
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_319_loss_0.0057.pth
Epoch 320/500, Training Loss: 0.004710
Epoch 320/500, Validation Loss: 0.005666
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_320_loss_0.0057.pth
Epoch 321/500, Training Loss: 0.004704
Epoch 321/500, Validation Loss: 0.005666
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_321_loss_0.0057.pth
Epoch 322/500, Training Loss: 0.004704
Epoch 322/500, Validation Loss: 0.005666
Epoch 323/500, Training Loss: 0.004702
Epoch 323/500, Validation Loss: 0.005666
Best model saved to result/GRU_False_equal_risk_parity_60_20/models/gru_False/best_model_epoch_323_loss_0.0057.pth
Epoch 324/500, Training Loss: 0.004702
Epoch 324/500, Validation Loss: 0.005666
Epoch 325/500, Training Loss: 0.004698
Epoch 325/500, Validation Loss: 0.005666
Epoch 326/500, Training Loss: 0.004700
Epoch 326/500, Validation Loss: 0.005666
Epoch 327/500, Training Loss: 0.004694
Epoch 327/500, Validation Loss: 0.005666
Epoch 328/500, Training Loss: 0.004703
Epoch 328/500, Validation Loss: 0.005666
Epoch 329/500, Training Loss: 0.004698
Epoch 329/500, Validation Loss: 0.005666
Epoch 330/500, Training Loss: 0.004692
Epoch 330/500, Validation Loss: 0.005667
Epoch 331/500, Training Loss: 0.004695
Epoch 331/500, Validation Loss: 0.005667
Epoch 332/500, Training Loss: 0.004691
Epoch 332/500, Validation Loss: 0.005667
Epoch 333/500, Training Loss: 0.004686
Epoch 333/500, Validation Loss: 0.005667
Epoch 334/500, Training Loss: 0.004696
Epoch 334/500, Validation Loss: 0.005667
Epoch 335/500, Training Loss: 0.004698
Epoch 335/500, Validation Loss: 0.005667
Epoch 336/500, Training Loss: 0.004688
Epoch 336/500, Validation Loss: 0.005667
Epoch 337/500, Training Loss: 0.004684
Epoch 337/500, Validation Loss: 0.005668
Epoch 338/500, Training Loss: 0.004691
Epoch 338/500, Validation Loss: 0.005668
Epoch 339/500, Training Loss: 0.004689
Epoch 339/500, Validation Loss: 0.005668
Epoch 340/500, Training Loss: 0.004692
Epoch 340/500, Validation Loss: 0.005668
Epoch 341/500, Training Loss: 0.004691
Epoch 341/500, Validation Loss: 0.005669
Epoch 342/500, Training Loss: 0.004692
Epoch 342/500, Validation Loss: 0.005669
Epoch 343/500, Training Loss: 0.004689
Epoch 343/500, Validation Loss: 0.005669
Early stopping at epoch 343
Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/GRU_False_mean_variance_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'mean_variance', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'GRU', 'MULTIMODAL': False}
Model: gru, Multimodal: False, Loss Function: mean_variance
Loading and processing data...
Epoch 1/500, Training Loss: 0.042832
Epoch 1/500, Validation Loss: 0.049625
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_1_loss_0.0496.pth
Epoch 2/500, Training Loss: 0.042787
Epoch 2/500, Validation Loss: 0.049579
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_2_loss_0.0496.pth
Epoch 3/500, Training Loss: 0.042703
Epoch 3/500, Validation Loss: 0.049534
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_3_loss_0.0495.pth
Epoch 4/500, Training Loss: 0.042600
Epoch 4/500, Validation Loss: 0.049490
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_4_loss_0.0495.pth
Epoch 5/500, Training Loss: 0.042516
Epoch 5/500, Validation Loss: 0.049448
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_5_loss_0.0494.pth
Epoch 6/500, Training Loss: 0.042409
Epoch 6/500, Validation Loss: 0.049405
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_6_loss_0.0494.pth
Epoch 7/500, Training Loss: 0.042363
Epoch 7/500, Validation Loss: 0.049363
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_7_loss_0.0494.pth
Epoch 8/500, Training Loss: 0.042274
Epoch 8/500, Validation Loss: 0.049321
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_8_loss_0.0493.pth
Epoch 9/500, Training Loss: 0.042202
Epoch 9/500, Validation Loss: 0.049280
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_9_loss_0.0493.pth
Epoch 10/500, Training Loss: 0.042159
Epoch 10/500, Validation Loss: 0.049240
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_10_loss_0.0492.pth
Epoch 11/500, Training Loss: 0.042087
Epoch 11/500, Validation Loss: 0.049200
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_11_loss_0.0492.pth
Epoch 12/500, Training Loss: 0.042103
Epoch 12/500, Validation Loss: 0.049159
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_12_loss_0.0492.pth
Epoch 13/500, Training Loss: 0.041949
Epoch 13/500, Validation Loss: 0.049119
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_13_loss_0.0491.pth
Epoch 14/500, Training Loss: 0.041951
Epoch 14/500, Validation Loss: 0.049080
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_14_loss_0.0491.pth
Epoch 15/500, Training Loss: 0.041905
Epoch 15/500, Validation Loss: 0.049040
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_15_loss_0.0490.pth
Epoch 16/500, Training Loss: 0.041814
Epoch 16/500, Validation Loss: 0.049000
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_16_loss_0.0490.pth
Epoch 17/500, Training Loss: 0.041702
Epoch 17/500, Validation Loss: 0.048961
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_17_loss_0.0490.pth
Epoch 18/500, Training Loss: 0.041662
Epoch 18/500, Validation Loss: 0.048922
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_18_loss_0.0489.pth
Epoch 19/500, Training Loss: 0.041648
Epoch 19/500, Validation Loss: 0.048882
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_19_loss_0.0489.pth
Epoch 20/500, Training Loss: 0.041616
Epoch 20/500, Validation Loss: 0.048844
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_20_loss_0.0488.pth
Epoch 21/500, Training Loss: 0.041536
Epoch 21/500, Validation Loss: 0.048804
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_21_loss_0.0488.pth
Epoch 22/500, Training Loss: 0.041470
Epoch 22/500, Validation Loss: 0.048764
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_22_loss_0.0488.pth
Epoch 23/500, Training Loss: 0.041425
Epoch 23/500, Validation Loss: 0.048725
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_23_loss_0.0487.pth
Epoch 24/500, Training Loss: 0.041288
Epoch 24/500, Validation Loss: 0.048684
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_24_loss_0.0487.pth
Epoch 25/500, Training Loss: 0.041259
Epoch 25/500, Validation Loss: 0.048644
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_25_loss_0.0486.pth
Epoch 26/500, Training Loss: 0.041135
Epoch 26/500, Validation Loss: 0.048604
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_26_loss_0.0486.pth
Epoch 27/500, Training Loss: 0.041114
Epoch 27/500, Validation Loss: 0.048563
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_27_loss_0.0486.pth
Epoch 28/500, Training Loss: 0.041064
Epoch 28/500, Validation Loss: 0.048522
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_28_loss_0.0485.pth
Epoch 29/500, Training Loss: 0.040968
Epoch 29/500, Validation Loss: 0.048480
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_29_loss_0.0485.pth
Epoch 30/500, Training Loss: 0.040939
Epoch 30/500, Validation Loss: 0.048438
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_30_loss_0.0484.pth
Epoch 31/500, Training Loss: 0.040933
Epoch 31/500, Validation Loss: 0.048397
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_31_loss_0.0484.pth
Epoch 32/500, Training Loss: 0.040870
Epoch 32/500, Validation Loss: 0.048353
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_32_loss_0.0484.pth
Epoch 33/500, Training Loss: 0.040778
Epoch 33/500, Validation Loss: 0.048310
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_33_loss_0.0483.pth
Epoch 34/500, Training Loss: 0.040779
Epoch 34/500, Validation Loss: 0.048266
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_34_loss_0.0483.pth
Epoch 35/500, Training Loss: 0.040644
Epoch 35/500, Validation Loss: 0.048222
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_35_loss_0.0482.pth
Epoch 36/500, Training Loss: 0.040576
Epoch 36/500, Validation Loss: 0.048177
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_36_loss_0.0482.pth
Epoch 37/500, Training Loss: 0.040591
Epoch 37/500, Validation Loss: 0.048131
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_37_loss_0.0481.pth
Epoch 38/500, Training Loss: 0.040472
Epoch 38/500, Validation Loss: 0.048084
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_38_loss_0.0481.pth
Epoch 39/500, Training Loss: 0.040424
Epoch 39/500, Validation Loss: 0.048038
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_39_loss_0.0480.pth
Epoch 40/500, Training Loss: 0.040379
Epoch 40/500, Validation Loss: 0.047990
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_40_loss_0.0480.pth
Epoch 41/500, Training Loss: 0.040343
Epoch 41/500, Validation Loss: 0.047941
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_41_loss_0.0479.pth
Epoch 42/500, Training Loss: 0.040192
Epoch 42/500, Validation Loss: 0.047891
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_42_loss_0.0479.pth
Epoch 43/500, Training Loss: 0.040195
Epoch 43/500, Validation Loss: 0.047841
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_43_loss_0.0478.pth
Epoch 44/500, Training Loss: 0.040099
Epoch 44/500, Validation Loss: 0.047789
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_44_loss_0.0478.pth
Epoch 45/500, Training Loss: 0.040075
Epoch 45/500, Validation Loss: 0.047737
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_45_loss_0.0477.pth
Epoch 46/500, Training Loss: 0.039967
Epoch 46/500, Validation Loss: 0.047683
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_46_loss_0.0477.pth
Epoch 47/500, Training Loss: 0.039878
Epoch 47/500, Validation Loss: 0.047628
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_47_loss_0.0476.pth
Epoch 48/500, Training Loss: 0.039848
Epoch 48/500, Validation Loss: 0.047572
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_48_loss_0.0476.pth
Epoch 49/500, Training Loss: 0.039841
Epoch 49/500, Validation Loss: 0.047515
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_49_loss_0.0475.pth
Epoch 50/500, Training Loss: 0.039665
Epoch 50/500, Validation Loss: 0.047455
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_50_loss_0.0475.pth
Epoch 51/500, Training Loss: 0.039565
Epoch 51/500, Validation Loss: 0.047395
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_51_loss_0.0474.pth
Epoch 52/500, Training Loss: 0.039533
Epoch 52/500, Validation Loss: 0.047333
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_52_loss_0.0473.pth
Epoch 53/500, Training Loss: 0.039471
Epoch 53/500, Validation Loss: 0.047270
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_53_loss_0.0473.pth
Epoch 54/500, Training Loss: 0.039399
Epoch 54/500, Validation Loss: 0.047204
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_54_loss_0.0472.pth
Epoch 55/500, Training Loss: 0.039265
Epoch 55/500, Validation Loss: 0.047137
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_55_loss_0.0471.pth
Epoch 56/500, Training Loss: 0.039220
Epoch 56/500, Validation Loss: 0.047068
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_56_loss_0.0471.pth
Epoch 57/500, Training Loss: 0.039182
Epoch 57/500, Validation Loss: 0.046997
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_57_loss_0.0470.pth
Epoch 58/500, Training Loss: 0.039021
Epoch 58/500, Validation Loss: 0.046921
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_58_loss_0.0469.pth
Epoch 59/500, Training Loss: 0.038895
Epoch 59/500, Validation Loss: 0.046845
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_59_loss_0.0468.pth
Epoch 60/500, Training Loss: 0.038870
Epoch 60/500, Validation Loss: 0.046765
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_60_loss_0.0468.pth
Epoch 61/500, Training Loss: 0.038704
Epoch 61/500, Validation Loss: 0.046682
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_61_loss_0.0467.pth
Epoch 62/500, Training Loss: 0.038714
Epoch 62/500, Validation Loss: 0.046597
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_62_loss_0.0466.pth
Epoch 63/500, Training Loss: 0.038568
Epoch 63/500, Validation Loss: 0.046509
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_63_loss_0.0465.pth
Epoch 64/500, Training Loss: 0.038381
Epoch 64/500, Validation Loss: 0.046417
Best model saved to result/GRU_False_mean_variance_60_20/models/gru_False/best_model_epoch_64_loss_0.0464.pth
Epoch 65/500, Training Loss: 0.038286
Epoch 65/500, Validation Loss: 0.046319
